"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"R-YOLO: A Robust Object Detector in Adverse Weather","L. Wang; H. Qin; X. Zhou; X. Lu; F. Zhang","College of Engineering and Design, Hunan Normal University, Changsha, China; College of Engineering and Design, Hunan Normal University, Changsha, China; School of Education Science, Hunan Normal University, Changsha, China; College of Engineering and Design, Hunan Normal University, Changsha, China; College of Engineering and Design, Hunan Normal University, Changsha, China",IEEE Transactions on Instrumentation and Measurement,"10 Jan 2023","2023","72","","1","11","Learning a robust object detector in adverse weather with real-time efficiency is of great importance for the visual perception task for autonomous driving systems. In this article, we propose a framework to improve the YOLO to a robust detector, denoted as R(obust)-YOLO, without the need for annotations in adverse weather. Considering the distribution gap between the normal weather images and the adverse weather images, our framework consists of an image quasi-translation network (QTNet) and a feature calibration network (FCNet) for adapting the normal weather domain to the adverse weather domain gradually. Specifically, we use the simple yet effective QTNet for generating images that inherit the annotations in the normal weather domain and interpolate the gap between the two domains. Then, in FCNet, we propose two kinds of adversarial-learning-based feature calibration modules to effectively align the feature representations in two domains in a local-to-global manner. With such a learning framework, our R-YOLO does not change the original YOLO structure, and thus it is applicable to all the YOLO-series detectors. Extensive experimental results of our R-YOLOv3, R-YOLOv5, and R-YOLOX on both the hazy and rainy datasets show that our method outperforms other detectors with dehaze/derain as the preprocessing step and other unsupervised domain adaptation (UDA)-based detectors, which confirms the effectiveness of our method on improving the robustness by only leveraging the unlabeled adverse weather images. Our code and pretrained models are available at: https://github.com/qinhongda8/R-YOLO.","1557-9662","","10.1109/TIM.2022.3229717","National Natural Science Foundation of China(grant numbers:62007007); Natural Science Foundation of Hunan Provincial(grant numbers:2022JJ30395); Research Project of Teaching Reform in Hunan Ordinary Colleges and Universities(grant numbers:HNJG-2020-0146); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9989413","Adversarial learning;adverse weather;image translation;robust object detector;unsupervised domain adaptation (UDA)","Detectors;Meteorology;Feature extraction;Calibration;Training;Object detection;Task analysis","","47","","61","IEEE","15 Dec 2022","2023","","IEEE","IEEE Journals"
"Dehazing with improved heterogeneous atmosphere light estimation and a nonlinear color attenuation prior model","S. Zhang; C. Qing; X. Xu; J. Jin; H. Qin","School of Electronic and Information Engineering, South China University of Technology, Guangzhou, China; School of Electronic and Information Engineering, South China University of Technology, Guangzhou, China; School of Electronic and Information Engineering, South China University of Technology, Guangzhou, China; School of Electronic and Information Engineering, South China University of Technology, Guangzhou, China; School of Electronic and Information Engineering, South China University of Technology, Guangzhou, China","2016 10th International Symposium on Communication Systems, Networks and Digital Signal Processing (CSNDSP)","22 Sep 2016","2016","","","1","6","In this paper, we propose an improved heterogeneous atmosphere light estimation method and a novel depth estimation algorithm with Color Attenuation Prior (CAP) to dehaze single image. Firstly, it estimates the atmosphere light with mean-pooling on the illuminance component from HSV color space. The estimated atmosphere light is more robust because of its independence of a specified pixel. Secondly, the scene depth is estimated by a nonlinear CAP model which can overcome the defects of the occurrence of negative scene depths from the linear CAP model. Experimental results demonstrate that the proposed algorithm outperforms the state-of-the-art methods in dehazing images.","","978-1-5090-2526-8","10.1109/CSNDSP.2016.7573967","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7573967","Color Attenuation Prior;dehaze;nonlinear CAP model;heterogeneous atmosphere light;mean-pooling","Atmospheric modeling;Image color analysis;Signal processing algorithms;Brightness;Estimation;Attenuation","","9","","17","IEEE","22 Sep 2016","20-22 July 2016","20-22 July 2016","IEEE","IEEE Conferences"
"Real-Time Implementation of Modified LD-NET using Docker on NVIDIA Jetson Nano for Image Dehazing Application","R. S. Adari; S. S. Mirthipati; N. Malothu; R. K. Jatoth","Department of Electronics and Communication Engineering, Adikavi Nannaya University, Rajamahendravaram, Andhra Pradesh; Department of Electronics and Communication Engineering, Adikavi Nannaya University, Rajamahendravaram, Andhra Pradesh; Department of Electronics and Communication Engineering, National Institute of Technology Warangal, Telangana, India; Department of Electronics and Communication Engineering, National Institute of Technology Warangal, Telangana, India",2023 IEEE International Conference on Computer Vision and Machine Intelligence (CVMI),"20 Mar 2024","2023","","","1","5","Over the past few years, the majority of the industrial and surveillance sectors have observed visual sensor networks that record various images of the surrounding environment. The total surveillance systems are impacted by contaminated suspended air particles, which lowers the visual quality of the photos in stormy weather. Haze can interfere with motion analysis algorithms, leading to inaccurate tracking, trajectory prediction, or behaviour analysis of moving objects. The reduced visibility caused by hazing makes it difficult to capture and analyse the motion patterns and velocities of objects accurately. To tackle these challenges, we have used the Light-Dehaze Net (LD-Net) based on the Convolutional Neural Network algorithm in Deep Learning. Our suggested LD-Net uses a transformed atmospheric scattering model to jointly estimate the transmission map and the atmospheric light, in contrast to current learning-based methods that measure the transmission map and the atmospheric light separately. We implemented this LD-net model on NVIDIA Jetson Nano for real-time image dehazing application. Furthermore, we have added a Docker container to this implementation, where this container encapsulates the application and all its dependencies, including libraries, frameworks, and runtime environments. This portability allows the containerized application to run consistently across different environments.","","979-8-3503-0514-2","10.1109/CVMI59935.2023.10464528","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10464528","Haze removal;Convolutional neural network;LDNet;single image dehazing;Jetson Nano;Docker Container","Visualization;Atmospheric measurements;Tracking;Atmospheric modeling;Surveillance;Containers;Prediction algorithms","","2","","16","IEEE","20 Mar 2024","10-11 Dec. 2023","10-11 Dec. 2023","IEEE","IEEE Conferences"
"A Comparative Study of Image Dehazing Based on Attention-Net and U-Net Atmospheric Light Estimation","Y. Cui; J. Wu; Y. Chen; C. Cai","College of information engineering, Sichuan Agricultural University Key Laboratory of Agricultural Information Engineering of Sichuan Province, College of information engineering, Sichuan Agricultural University Information engineering laboratory, Yaan, China; College of information engineering, Sichuan Agricultural University Key Laboratory of Agricultural Information Engineering of Sichuan Province, College of information engineering, Sichuan Agricultural University Information engineering laboratory, Yaan, China; College of information engineering, Sichuan Agricultural University Key Laboratory of Agricultural Information Engineering of Sichuan Province, College of information engineering, Sichuan Agricultural University Information engineering laboratory, Yaan, China; College of information engineering, Sichuan Agricultural University Key Laboratory of Agricultural Information Engineering of Sichuan Province, College of information engineering, Sichuan Agricultural University Information engineering laboratory, Yaan, China",2020 IEEE 6th International Conference on Computer and Communications (ICCC),"12 Feb 2021","2020","","","378","382","The effect of image dehazing depends largely on the estimation effect of atmospheric light. In this paper, the Attention-Unet network is introduced to estimate atmospheric light. The model trained by the attention gate mechanism can suppress the irrelevant area of atmospheric light in the input image through implicit learning, and highlight the significant characteristics of the area that has a large impact on atmospheric light, so as to solve the problem of parameter invariability caused by U-Net's difficulty in self-learning. In this paper, the pyramid dense network estimation network is used to estimate the transmission diagram, and then the attention U-net is used to predict atmospheric light. The results of the two networks are obtained by atmospheric scattering model. Meanwhile, the output transmission map and output figure to haze through joint discriminator, can better use the structure of the correlation between them. The experimental results show that the effect of dehaze is better than that of DCPDN by using UNET to estimate atmospheric light, and the performance of SSIM and PSNR is improved on the same data set NNA-depTH2.","","978-1-7281-8635-1","10.1109/ICCC51575.2020.9344955","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9344955","component;Image dehazing;Attention-Unet;Pyramid dense network;Joint discriminator","Correlation;Atmospheric modeling;Conferences;Estimation;Scattering;Artificial neural networks;Logic gates","","","","18","IEEE","12 Feb 2021","11-14 Dec. 2020","11-14 Dec. 2020","IEEE","IEEE Conferences"
"Multiscale fusion of depth estimations for haze removal","Y. -K. Wang; C. -T. Fan","Department of Electrical Engineering Fu Jen Catholic University, New Taipei City, Taiwan; Graduate Institute of Applied Science and Engineering Fu Jen Catholic University, New Taipei City, Taiwan",2015 IEEE International Conference on Digital Signal Processing (DSP),"10 Sep 2015","2015","","","882","886","Restoration of haze images is important for the de-weathering issue in computer vision. The problem is ill-posed and can be regularized within a Bayesian context by using a probabilistic fusion model. This paper presents a multiscale depth fusion (MDF) method for dehazing from a single image. A linear model representing the stochastic residual of nonlinear filtering is first proposed. Multiscale filtering results are probabilistically blended into a fused depth map based on the model. The fusion is formulated as an energy minimization problem that incorporates spatial Markov dependency. An inhomogeneous Laplacian-Markov random field for the multiscale fusion regularized with smoothing and edge-preserving constraints is developed. The MDF method is experimentally verified by cluttered-depth image that is challenging for dehaze at finer details. Experimental results demonstrate that the accurate estimation of depth map by the proposed edge-preserved multiscale fusion should recover high-quality images with sharp details.","2165-3577","978-1-4799-8058-1","10.1109/ICDSP.2015.7252003","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7252003","","Estimation;Minimization;Atmospheric modeling;Image restoration;Image quality;Image edge detection;Adaptation models","","2","","23","IEEE","10 Sep 2015","21-24 July 2015","21-24 July 2015","IEEE","IEEE Conferences"
"A Dehazing Network and Self-Supervised Transfer Learning Method in Highway Surveillance Scenes","Z. Peng; Y. Chen; J. Du; Y. Qiao","Guangxi Key Laboratory of Optoelectronic Information Processing, School of Optoelectronic Engineering, Guilin University of Electronic Technology, Guilin, China; Guangxi Key Laboratory of Optoelectronic Information Processing, School of Optoelectronic Engineering, Guilin University of Electronic Technology, Guilin, China; Guangxi Key Laboratory of Optoelectronic Information Processing, School of Optoelectronic Engineering, Guilin University of Electronic Technology, Guilin, China; School of Information and Communication Engineering, Harbin Engineering University, Harbin, China",IEEE Transactions on Intelligent Transportation Systems,"","2026","PP","99","1","11","This paper focuses on the application of image dehaze algorithms in highway scenarios, proposing a novel dehaze algorithm and a self-supervised transfer learning method for practical highway surveillance applications. The new lightweight dehazing network with the pyramid network structure is designed by combining the information multi-distillation network (IMDN), the channel and pixel attention module. In the deployed highway monitoring application, the self-supervised transfer learning method by proposed by integrating the pre-trained dehazing model with a dynamic target detection network. Through multiple alternating learning processes, the dehazing model continuously transfer and suitable for the current real-world application scenarios. The proposed algorithm is rigorously tested on an RTX 3090 GPU by using several public standard datasets and real-world highway datasets. The results demonstrate that the new algorithm outperforms state-of-the-art algorithms, achieving significantly higher Peak Signal-to-Noise Ratio (PSNR) and structural similarity (SSIM) on the public datasets. Furthermore, the visual quality of the dehazed images from new algorithm after transfer learning is markedly superior compared to other algorithms in the real-world highway scenarios. In terms of speed, the new algorithm exhibits faster inference speed than other comparative algorithms, achieving a frame rate 25 frames per second (FPS) for the  $1920\times 1080$  real video. On the 4KID dataset, the inference speed can reach 26ms.","1558-0016","","10.1109/TITS.2026.3656964","Guiding Fund for Local Science and Technology Development from China Government(grant numbers:ZY24212024); Guangxi Science and Technology Program Project(grant numbers:AD25069073); National Key Research and Development Program of China(grant numbers:2023YFC3010800,2022YFF0605502); Natural Science Foundation of Guangxi Province(grant numbers:2020GXNSFAA159091); Guangxi Key Research and Development Program Project(grant numbers:AB22035047); Innovation Project of Guilin University of Electronic Technology (GUET) Graduate Education(grant numbers:2024YCXS224); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11373760","Image dehazing;deep learning;self-supervised transfer learning","Feature extraction;Road transportation;Transfer learning;Adaptation models;Real-time systems;PSNR;Inference algorithms;Image color analysis;Heuristic algorithms;Deep learning","","","","","IEEE","6 Feb 2026","","","IEEE","IEEE Early Access Articles"
"Reading Various Types of Pointer Meters Under Extreme Motion Blur","H. Zhang; Y. Rao; J. Shao; F. Meng; J. Pu","School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Software Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China",IEEE Transactions on Instrumentation and Measurement,"13 Jul 2023","2023","72","","1","15","Automatically reading pointer meters using deep learning has yielded promising results with high precision. However, existing methods ignore the interference with the camera brought by moving devices (e.g., patrol robots and drones), thus the persistent motion blur caused by the camera shake is not properly addressed. It is noteworthy that reading the pointer meter relies heavily on semantic segmentation of the scale and pointer within the meter. However, this can be challenging in extreme motion blur and diverse substation scenes. Moreover, reading various types of pointer meters and out-of-range pointer check remain tough issues. Thus, in this study, a full pipeline is proposed to solve the problems mentioned above. First, Filter-Deblur-U-net (FD-U-net) is proposed to ensure accurate segmentation under motion blur. To be specific, FD-U-net is a one-stage network consisting of a deblurring module and a segmentation module. The segmentation loss supervises the optimization of the deblurring module. And the proposed high-frequency residual attention (HFRA) in FD-U-net meticulously refines the details of motion-blurred image at the texture accumulated stage. Furthermore, the judgment-reading-algorithm (JRA) is developed to complete readings of 35 types of meters. To ensure practical application, we propose the data augmentation strategy called motion-blur-MixUp (MB-MixUp) to maintain precise meter localization under motion blur. Additionally, we propose a method called dark channel prior dehaze Laplace (DCPD-Laplace) to determine whether the meter patch is motion-blurred. Experimental results have demonstrated the whole pipeline achieves state-of-the-art performance with average relative error and average reference error of only 1.54% and 0.48%, respectively.","1557-9662","","10.1109/TIM.2023.3290962","Science and Technology Project of Sichuan(grant numbers:2022ZHCG0033,2023ZHCG0005,2023ZHCG0008); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10168939","Image deblurring;motion blur;object detection;pointer meter recognition;semantic segmentation","Meters;Drones;Cameras;Pipelines;Image restoration;Robots;Meter reading","","10","","50","IEEE","30 Jun 2023","2023","","IEEE","IEEE Journals"
"Haze Mitigation in High-Resolution Satellite Imagery Using Enhanced Style-Transfer Neural Network and Normalization Across Multiple GPUs","B. H. Park; S. Chattopadhyay; J. Burgin","Computer Science and Mathematics Division, Oak Ridge National Laboratory; School of Electrical and Computer Engineering, Purdue University; Geospatial Science and Human Security Division, Oak Ridge National Laboratory",2021 IEEE International Geoscience and Remote Sensing Symposium IGARSS,"12 Oct 2021","2021","","","2827","2830","Despite recent advances in deep learning approaches, haze mitigation in large satellite images is still a challenging problem. Due to amorphous nature of haze, object detection or image segmentation approaches are not applicable. Also it is practically infeasible to obtain ground truths for training. Bounded memory capacity of GPUs is another constraint that limits the size of image to be processed. In this paper, we propose a style transfer based neural network approach to mitigate haze in a large overhead imagery. The network is trained without paired ground truths; further, perception loss is added to restore vivid colors, enhance contrast and minimize artifacts. The paper also illustrates our use of multiple GPUs in a collective way to produce a single coherent clear image where each GPU dehazes different portions of a large hazy image.","2153-7003","978-1-6654-0369-6","10.1109/IGARSS47720.2021.9553574","US Department of Energy (DOE); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9553574","Convolutional Neural Networks;Cycle-GAN;Haze Mitigation;Remote Sensing","Training;Image segmentation;Satellites;Image color analysis;Neural networks;Graphics processing units;Training data","","2","","10","IEEE","12 Oct 2021","11-16 July 2021","11-16 July 2021","IEEE","IEEE Conferences"
"Multi-Scale Adaptive Dehazing Network","S. Chen; Y. Chen; Y. Qu; J. Huang; M. Hong","Fujian Key Laboratory of Sensing and Computing for Smart City, School of Information Science and Engineering, Xiamen University, Fujian, China; Fujian Key Laboratory of Sensing and Computing for Smart City, School of Information Science and Engineering, Xiamen University, Fujian, China; Fujian Key Laboratory of Sensing and Computing for Smart City, School of Information Science and Engineering, Xiamen University, Fujian, China; Fujian Key Laboratory of Sensing and Computing for Smart City, School of Information Science and Engineering, Xiamen University, Fujian, China; Fujian Key Laboratory of Sensing and Computing for Smart City, School of Information Science and Engineering, Xiamen University, Fujian, China",2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),"9 Apr 2020","2019","","","2051","2059","Since haze degrades an image including contrast decreasing and color lost, which has a negative effect on the subsequent object detection and recognition. single image dehazing is a challenging visual task. Most existing dehazing methods are not robust to uneven haze. In this paper, we developed an adaptive distillation network to solve the dehaze problem with non-uniform haze, which does not rely on the physical scattering model. The proposed model consists of two parts: an adaptive distillation module and a multi-scale enhancing module. The adaptive distillation block reassigns the channel feature response via adaptively weighting the input maps. And then the important feature maps are separated from the trivial for further focused learning. After that, a multi-scale enhancing module containing two pyramid downsampling layers is employed to fuse the context features for haze-free images restoration in a coarse-to-fine way. Extensive experimental results on synthetic and real datasets demonstrates that the proposed approach outperforms the state-of-the-arts in both quantitative and qualitative evaluations.","2160-7516","978-1-7281-2506-0","10.1109/CVPRW.2019.00257","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9025519","","Atmospheric modeling;Adaptive systems;Task analysis;Image restoration;Image color analysis;Scattering;Testing","","21","","23","IEEE","9 Apr 2020","16-17 June 2019","16-17 June 2019","IEEE","IEEE Conferences"
"Budget-Aware Road Semantic Segmentation in Unseen Foggy Scenes","T. -H. To; T. -N. Do; D. -N. Ngo; M. -T. Tran; T. -N. Le","Faculty of Information Technology, University of Science, Ho Chi Minh City, Vietnam; Faculty of Information Technology, University of Science, Ho Chi Minh City, Vietnam; Faculty of Information Technology, University of Science, Ho Chi Minh City, Vietnam; Faculty of Information Technology, University of Science, Ho Chi Minh City, Vietnam; Faculty of Information Technology, University of Science, Ho Chi Minh City, Vietnam",2023 RIVF International Conference on Computing and Communication Technologies (RIVF),"22 Mar 2024","2023","","","171","176","In autonomous driving, the reliable and accurate identification of road-related objects plays a crucial role in ensuring safe and efficient navigation services. Unfortunately, traditional semantic segmentation methods often encounter visibility challenges, particularly in adverse weather conditions like fog, leading to an increased frequency of traffic accidents. To address this issue, we propose and evaluate two budget-aware approaches aimed at significantly improving the efficiency and accuracy of road object semantic segmentation under foggy weather conditions. The first approach involves the integration of state-of-the-art image dehazing algorithms, designed to mitigate the adverse effects of fog on input images. This method effectively enhances visibility and clarity, thereby enhancing the segmentation process. The second approach leverages advanced algorithms and models to simulate foggy environments, introducing diversity into the training dataset. By exposing the models to varying degrees of simulated fog, they become more robust and adaptive to real-world foggy conditions, ultimately leading to improved segmentation performance. To assess the effectiveness of these approaches, we employ various well-established models on publicly available datasets to accurately represent challenging foggy scenarios encountered in autonomous driving. Our experimental results demonstrate that most models exhibit noticeable accuracy improvements, with some achieving up to a 20% increase when benefiting from the two proposed solutions.","2473-0130","979-8-3503-1584-4","10.1109/RIVF60135.2023.10471866","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10471866","Semantic segmentation;Dehaze;Foggy scenes synthesis","Training;Adaptation models;Navigation;Semantic segmentation;Roads;Semantics;Reliability","","","","34","IEEE","22 Mar 2024","23-25 Dec. 2023","23-25 Dec. 2023","IEEE","IEEE Conferences"
"LKD-Net: Large Kernel Convolution Network for Single Image Dehazing","P. Luo; G. Xiao; X. Gao; S. Wu","College of Computer and Information Science, Southwest University, China; College of Computer and Information Science, Southwest University, China; Chongqing University of Posts and Telecommunications, China; College of Computer and Information Science, Southwest University, China",2023 IEEE International Conference on Multimedia and Expo (ICME),"25 Aug 2023","2023","","","1601","1606","The previous deep CNN-based single-image dehazing methods are devoted to improving the performance by increasing the network’s depth and width. In this paper, a novel Large Kernel Convolution Dehaze Network (LKD-Net) is proposed to enhance the network’s performance by increasing the size of the convolutional kernel. The main module in LKD-Net is the designed Large Kernel Convolution Dehaze Block (LKD Block), which consists of the Decomposition deep-wise Large Kernel Convolution Block (DLKCB) and the Channel Enhanced Feed-forward Network (CEFN). DLKCB is designed to reduce the massive amount of computational overhead and parameters of the large kernel by splitting the deep-wise large kernel convolution into a smaller depth-wise convolution and a depth-wise dilated convolution. Meanwhile, CEFN is designed to enhance the robustness of the Feed-forward Network by exploiting significant channels. The extensive experiments on RESIDE dataset demonstrate that our LKD-Net outperforms the state-of-the-art with far less computational overhead and parameters.","1945-788X","978-1-6654-6891-6","10.1109/ICME55011.2023.00276","Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10219934","Dehazing;large convolutional kernel","Rain;Convolution;Superresolution;Streaming media;Transformers;Robustness;Image restoration","","67","","32","IEEE","25 Aug 2023","10-14 July 2023","10-14 July 2023","IEEE","IEEE Conferences"
"Two Stage Dehazing Framework for Dense and Non-Homogeneous Dehazing","W. Song; Y. Gao; J. Xiong; H. Lin; D. Li; Y. Zhang","Guangdong University of Technology, Guangzhou, China; Guangdong University of Technology, Guangzhou, China; Guangdong University of Technology, Guangzhou, China; Guangdong University of Technology, Guangzhou, China; Guangdong University of Technology, Guangzhou, China; Guangdong University of Technology, Guangzhou, China",2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),"27 Sep 2024","2024","","","6722","6731","In real-world environments, haze often causes a decrease in visibility, leading to potentially severe consequences. Although current methods based on the assumption of homogeneous haze density have achieved commendable results, dehazing techniques for non-homogeneous density haze still fall short in terms of visibility restoration and color accuracy. We observe that although single-stage methods have made significant strides, a multi-stage enhancement can further improve dehazing in terms of both visibility and color restoration. In this paper, we propose a two-stage dehaze framework, named Two Stage Dehazing Framework. Our approach consists of a DehazeNet, which does not require specifying a particular model for dehazing and can accept a hazy image as input, producing an clear image of the same dimensions as the original. Two such DehazeNet are sequentially connected to form the final serial DehazeNet. Moreover, to better approximate the output image to real-world scenes, we propose the Multi-Scale Attention Head. Our method achieved third place in NTIRE 2024 Dense and NonHomogeneous Dehazing Challenge, demonstrating outstanding performance metrics in the Peak Signal to Noise Ratio (PSNR), the Structral Similarity Index (SSIM), and the Mean Opinion Score (MOS). Related code will be acailable on code.","2160-7516","979-8-3503-6547-4","10.1109/CVPRW63382.2024.00666","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10678252","Dehaze;Deep Learning;Convolution Neural Network","Training;Measurement;Computer vision;PSNR;Head;Codes;Image color analysis","","3","","44","IEEE","27 Sep 2024","17-18 June 2024","17-18 June 2024","IEEE","IEEE Conferences"
"DegAE: A New Pretraining Paradigm for Low-Level Vision","Y. Liu; J. He; J. Gu; X. Kong; Y. Qiao; C. Dong",Shanghai Artificial Intelligence Laboratory; Shanghai Artificial Intelligence Laboratory; Shanghai Artificial Intelligence Laboratory; Shanghai Artificial Intelligence Laboratory; Shanghai Artificial Intelligence Laboratory; Shanghai Artificial Intelligence Laboratory,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),"22 Aug 2023","2023","","","23292","23303","Self-supervised pretraining has achieved remarkable success in high-level vision, but its application in low-level vision remains ambiguous and not well-established. What is the primitive intention of pretraining? What is the core problem of pretraining in low-level vision? In this paper, we aim to answer these essential questions and establish a new pretraining scheme for low-level vision. Specifically, we examine previous pretraining methods in both high-level and low-level vision, and categorize current low-level vision tasks into two groups based on the difficulty of data acqui-sition: low-cost and high-cost tasks. Existing literature has mainly focused on pretraining for low-cost tasks, where the observed performance improvement is often limited. However, we argue that pretraining is more significant for high-cost tasks, where data acquisition is more challenging. To learn a general low-level vision representation that can improve the performance of various tasks, we propose a new pretraining paradigm called degradation autoencoder (De-gAE). DegAE follows the philosophy of designing pretext task for self-supervised pretraining and is elaborately tai-lored to low-level vision. With DegAE pretraining, SwinIR achieves a 6.88dB performance gain on image dehaze task, while Uformer obtains 3.22dB and 0.54dB improvement on dehaze and derain tasks, respectively.","2575-7075","979-8-3503-0129-8","10.1109/CVPR52729.2023.02231","National Natural Science Foundation of China(grant numbers:62276251); Youth Innovation Promotion Association of Chinese Academy of Sciences(grant numbers:2020356); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203342","Low-level vision","Degradation;Training;Computer vision;Philosophical considerations;Computational modeling;Data acquisition;Performance gain","","14","","81","IEEE","22 Aug 2023","17-24 June 2023","17-24 June 2023","IEEE","IEEE Conferences"
"Toward Zero-Shot Learning for Visual Dehazing of Urological Surgical Robots","R. Wu; X. Wang; P. Liang; Z. Zhang; Q. Chang; H. Tang","Department of Surgery, Shanghai Key Laboratory of Gastric Neoplasms, Shanghai Institute of Digestive Surgery, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Department of Urology, Ruijin Hospital, Shanghai Jiaotong University School of Medicine, Shanghai, China; Department of Surgery, Shanghai Key Laboratory of Gastric Neoplasms, Shanghai Institute of Digestive Surgery, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China; School of Intelligent Science and Technology, Nanjing University, China; Department of Surgery, Shanghai Key Laboratory of Gastric Neoplasms, Shanghai Institute of Digestive Surgery, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China; School of Computer Science, Peking University, Beijing, China",2025 IEEE International Conference on Robotics and Automation (ICRA),"2 Sep 2025","2025","","","4070","4076","Robot-assisted surgery has profoundly influenced current forms of minimally invasive surgery. However, in transurethral urological surgical robots, they need to work in a liquid environment. This causes vaporization of the liquid when shearing and heating is performed, resulting in bubble atomization that affects the visual perception of the robot. This can lead to the need for uninterrupted pauses in the surgical procedure, which makes the surgery take longer. To address the atomization characteristics of liquids under urological surgical robotic vision, we propose an unsupervised zero-shot dehaze method (RSF-Dehaze). Specifically, the proposed Region Similarity Filling Module (RSFM) of RSF-Dehaze significantly improves the recovery of blurred region tissues. In addition, we organize and propose a dehaze dataset for robotic vision in urological surgery (USRobot-Dehaze dataset). In particular, this dataset contains the three most common urological surgical robot operation scenarios. To the best of our knowledge, we are the first to organize and propose a publicly available dehaze dataset for urological surgical robot vision. The proposed RSF-Dehaze proves the effectiveness of our method in three urological surgical robot operation scenarios with extensive comparative experiments with 20 most classical and advanced dehazing and image recovery algorithms. The proposed source code and dataset are available at https://github.com/wurenkai/RSF-Dehaze.","","979-8-3315-4139-2","10.1109/ICRA55743.2025.11128076","Fundamental Research Funds for the Central Universities; Peking University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11128076","","Visualization;Medical robotics;Liquids;Source coding;Zero shot learning;Surgery;Training data;Filling;Shearing;Visual perception","","1","","33","IEEE","2 Sep 2025","19-23 May 2025","19-23 May 2025","IEEE","IEEE Conferences"
