Document Title,Authors,Author Affiliations,Publication Year,Abstract,DOI,PDF Link,Author Keywords,Article Citation Count,Patent Citation Count,Reference Count
Accelerated dual gradient-based methods for total variation image denoising/deblurring problems,D. Kim; J. A. Fessler,"Dept. of Electrical Engineering and Computer Science, University of Michigan; Dept. of Electrical Engineering and Computer Science, University of Michigan",2017,"We study accelerated dual gradient-based methods for image denoising/deblurring problems based on the total variation (TV) model. For the TV-based denoising problem, combining the dual approach and Nesterov's fast gradient projection (FGP) method has been found effective. The corresponding denoising method minimizes the dual function with FGP's optimal rate O(1/k2) where k denotes the number of iterations, and guarantees a rate O(1/k) for the primal function decrease. Considering that the dual projected gradient decrease is closely related to the primal function decrease, this paper proposes new accelerated gradient projection methods that decrease the projected gradient norm with a fast rate O(1/k1.5) and that are as efficient as FGP. The proposed approach also decreases the primal function with a faster rate O(1/k1.5). We provide preliminary results on image denoising/deblurring problems with a TV regularizer, where the fast and efficient denoising solver is iteratively used for solving a deblurring problem as the inner proximal update of a fast iterative shrinkage/thresholding algorithm (FISTA).",10.1109/ICASSP.2017.7953354,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7953354,Fast dual gradient-based methods;image deblurring;image denoising;total variation,3,,13
A survey on facial image deblurring,B. Wang; F. Xu; Q. Zheng,"Institute of Software, Chinese Academy of Sciences, Beijing 100190, China; University of Chinese Academy of Sciences, Beijing 100049, China; Institute of Software, Chinese Academy of Sciences, Beijing 100190, China; Institute of Software, Chinese Academy of Sciences, Beijing 100190, China",2024,"When a facial image is blurred, it significantly affects high-level vision tasks such as face recognition. The purpose of facial image deblurring is to recover a clear image from a blurry input image, which can improve the recognition accuracy, etc. However, general deblurring methods do not perform well on facial images. Therefore, some face deblurring methods have been proposed to improve performance by adding semantic or structural information as specific priors according to the characteristics of the facial images. In this paper, we survey and summarize recently published methods for facial image deblurring, most of which are based on deep learning. First, we provide a brief introduction to the modeling of image blurring. Next, we summarize face deblurring methods into two categories: model-based methods and deep learning-based methods. Furthermore, we summarize the datasets, loss functions, and performance evaluation metrics commonly used in the neural network training process. We show the performance of classical methods on these datasets and metrics and provide a brief discussion on the differences between model-based and learning-based methods. Finally, we discuss the current challenges and possible future research directions.",10.1007/s41095-023-0336-6,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10897671,facial image deblurring;model-based;deep learning-based;semantic or structural prior,3,,
Real-time Blind Deblurring Based on Lightweight Deep-Wiener-Network,C. Haywood; R. Younes,Interlake High School; Duke University,2023,"In this paper, we address the problem of blind image deblurring with high efficiency. We propose a set of lightweight deep-Wiener-networks to achieve the task with real-time speed. The network contains a deep neural network for estimating the parameters of Wiener networks and a Wiener network for deblurring. Experimental evaluations show that our approaches have an edge on the state-of-the-art in terms of inference speeds and number of parameters. Two of our models can reach a speed of 100 images per second, which is qualified for real-time deblurring. Further research may focus on some real-world applications of deblurring with our models",10.1109/IJCNN54540.2023.10191586,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10191586,Blind Deblurring;Wiener Filter;Deep Learning,3,,39
Learning Parallax for Stereo Event-Based Motion Deblurring,M. Lin; C. Zhang; C. He; L. Yu,"School of Electronic Information, Wuhan University, Wuhan, China; Peng Cheng Laboratory, Shenzhen, China; School of Electronic Information, Wuhan University, Wuhan, China; School of Artificial Intelligence, Wuhan University, Wuhan, China",2025,"Due to the extremely low latency, events have recently been utilized to complement lost information in motion deblurring. Existing approaches largely rely on the perfect pixel-wise alignment between intensity images and events, which usually conflicts with the real world. To tackle this problem, we propose a novel coarse-to-fine framework, named network of event-based motion deblurring with stereo event and intensity cameras (St-EDNet), to recover high-quality images directly from the misaligned inputs that contain both blurry images and the concurrent event stream. Specifically, the coarse spatial alignment of the blurry image and the event stream is first implemented with a cross-modal stereo-matching module without the need for ground-truth depths. Then, a dual-feature embedding architecture is proposed to gradually build the fine bidirectional association of the coarsely aligned data and reconstruct the sequence of the latent sharp images. Furthermore, we build a new dataset with stereo event and intensity cameras (StEIC), containing real-world events, intensity images, and dense disparity maps. Experiments on real-world datasets demonstrate the superiority of the proposed network over state-of-the-art methods. The code and dataset are available at https://mingyuan-lin.github.io/St-ED_web/",10.1109/TCSVT.2025.3570786,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11006114,Motion deblurring;stereo matching;event camera,3,,62
Learning Frame-Event Fusion for Motion Deblurring,W. Yang; J. Wu; J. Ma; L. Li; W. Dong; G. Shi,"School of Artificial Intelligence, Xidian University, Xi’an, China; School of Artificial Intelligence, Xidian University, Xi’an, China; School of Artificial Intelligence, Xidian University, Xi’an, China; School of Artificial Intelligence, Xidian University, Xi’an, China; School of Artificial Intelligence, Xidian University, Xi’an, China; School of Artificial Intelligence, Xidian University, Xi’an, China",2024,"Motion deblurring is a highly ill-posed problem due to the significant loss of motion information in the blurring process. Complementary informative features from auxiliary sensors such as event cameras can be explored for guiding motion deblurring. The event camera can capture rich motion information asynchronously with microsecond accuracy. In this paper, a novel frame-event fusion framework is proposed for event-driven motion deblurring (FEF-Deblur), which can sufficiently explore long-range cross-modal information interactions. Firstly, different modalities are usually complementary and also redundant. Cross-modal fusion is modeled as complementary-unique features separation-and-aggregation, avoiding the modality redundancy. Unique features and complementary features are first inferred with parallel intra-modal self-attention and inter-modal cross-attention respectively. After that, a correlation-based constraint is designed to act between unique and complementary features to facilitate their differentiation, which assists in cross-modal redundancy suppression. Additionally, spatio-temporal dependencies among neighboring inputs are crucial for motion deblurring. A recurrent cross attention is introduced to preserve inter-input attention information, in which the current spatial features and aggregated temporal features are attending to each other by establishing the long-range interaction between them. Extensive experiments on both synthetic and real-world motion deblurring datasets demonstrate our method outperforms state-of-the-art event-based and image/video-based methods.",10.1109/TIP.2024.3512362,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10794620,Event-based motion deblurring;cross-modality feature fusion;vision transformer,3,,89
SOS Boosting for Image Deblurring Algorithms,S. R. Peled; Y. Romano; M. Elad,"Department of Mathematics, Technion – Israel Institute of Technology; Department of Statistics, Stanford University; Department of Computer Science, Technion – Israel Institute of Technology",2019,"The work reported by Romano and Elad presents the SOS boosting - a generic recursive method for improving image denoising algorithms. Appealing properties of the SOS scheme are its flexibility to work with any denoising method, its simplicity, and its robustness. In this article we aim to generalize this to the image deblurring task. The proposed SOS procedure for deblurring is given by the following iterative steps: [S]trengthen the signal by blurring the output of the previous iteration and adding it to the blurred input image, [O]perate the deblurring algorithm on the strengthened image, and [S]ubtract the previous output from the current one. We demonstrate this procedure for several state-of-the-art methods (BM3D, EPLL and NCSR), showing the potential gain in output quality for each. As in the original SOS, we manipulate the iterative algorithm by two parameters, better controlling its steady state and rate of convergence.",10.23919/EUSIPCO.2019.8902547,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8902547,,3,,15
Fast and Physically Enriched Deep Network for Joint Low-Light Enhancement and Image Deblurring,T. Hoang; J. McElvain; V. Monga,"Dolby Laboratories, Burbank, California, USA; Dolby Laboratories, Burbank, California, USA; Pennsylvania State University, Unversity Park, Pennsylvania, USA",2024,"Joint low-light enhancement and deblurring is a challenging imaging inverse problem that estimates clean images from photography corrupted by both low-light and blurring artifacts. To address this task, we propose FELI, a Fast and physically Enriched deep neural network for joint Low-light enhancement and Image deblurring. In a departure from recently proposed end-to-end networks, FELI employs a learnable Decomposer during training based on Retinex theory that helps with low-light scene recovery. FELI’s encoded features are further enriched by an input reconstruction task cognizant of the blur model leading to effective deblurring. We introduce a new customized contrastive regularization (CCR) term that pulls the restored clean image closer to the ground truth while pushing it far away from both the input and reconstructed input. Experiments performed on challenging synthetic and real-world datasets demonstrate that FELI outperforms state-of-the-art methods at a lower computational cost.",10.1109/ICASSP48485.2024.10446650,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10446650,,3,,27
An Edge-Enhanced Branch for Multi-Frame Motion Deblurring,S. Moriyama; K. Ichige,"Department of Electrical and Computer Engineering, Graduate School of Engineering Sciences, Yokohama National University, Yokohama, Japan; Department of Electrical and Computer Engineering, Graduate School of Engineering Sciences, Yokohama National University, Yokohama, Japan",2024,"Non-uniform deblurring is one of the most important image restoration tasks for providing appropriate information for subsequent applications that require image recognition. Conventional deep learning-based multi-frame deblurring methods collectively handle many types of non-uniform blurring, such as camera shakes and motion blur. However, edge and high-frequency component restoration is still insufficient for severe motion blur. This paper proposes an auxiliary edge-enhanced branch to support motion blur restoration for deep learning-based multi-frame deblurring methods. The background region in an image with little motion generally has more edge information, whereas the moving object region lacks high-frequency components. Thus, we propose a motion orthogonal edge (MOE) feature that extracts only the edge information of moving objects by computing the pixel-wise inner product between the edge information obtained by Sobel filters and the optical flow representing motion in the image. MOEs can emphasize only the edges of moving objects excluding the backgrounds. In this paper, we add an edge-enhanced branch that computes MOEs to a conventional multi-frame deblurring method, the spatio-temporal deformable attention network, and call it ESTDANet. We introduce additional frequency reconstruction loss to restore high-frequency components and compare our proposed ESTDANet with the conventional baseline method in our comparative experiments. Furthermore, we introduce motion-weighted SSIM maps to distinguish the deblurring accuracy in motion regions spatially. The results show that our edge-enhanced branch aids edge restoration in the motion deblurring of conventional methods.",10.1109/ACCESS.2024.3485799,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10734118,Motion blur;deblurring;edge enhancement;image restoration;optical flow;SSIM;deep learning,3,,27
AVM Image Quality Enhancement by Synthetic Image Learning for Supervised Deblurring,K. Akita; M. Hayama; H. Kyutoku; N. Ukita,"Toyota Technological Institute, Japan; Toyota Technological Institute, Japan; Toyota Technological Institute, Japan; Toyota Technological Institute, Japan",2021,"An Around View Monitoring (AVM) system is widely used to allow a driver to watch the situation around a car. The AVM image is generated by image distortion correction and viewpoint transformation for images captured by wide view-angle cameras installed on the car. However, the AVM image is blurred due to these transformations. This blur impairs the visibility of the driver. While many deblurring methods based on CNN have been proposed, these general-purpose de-blurring methods are not designed for the AVM image. (1) Since the blur level in the AVM image is region-dependent, deblurring for the AVM should also be region-dependent. (2) Furthermore, while supervised deblurring methods require a pair of input-blurred and output-deblurred images, it is not easy to collect the deblurred AVM image. This paper proposes a method for generating the pairs of training images that cope with the aforementioned two problems. These training images are generated by the inverse transformation of the AVM image generation process. Experimental results show that our method can suppress blur on AVM images. We also confirmed that even a very shallow CNN with the inference time of 2.1ms has the same performance as the SoTA model.",10.23919/MVA51890.2021.9511398,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9511398,,3,,24
Blur length estimation in linear motion blurred images using evolutionary algorithms,T. A. Javaran,"Computer Science Department, Higher Education Complex of Bam, Bam, Iran",2018,"Motion blur is a common blur type that created due to motion of camera or some objects in scene. The blur kernel, i.e. the function that simulate the motion blur process, depends on the length of blur. Therefore, the estimation of blur length is a vital and sensitive stage in the process of reconstructing a sharp version of a motion blurred image, i.e. image deblurring. In this paper, a method is proposed for estimation of the motion blur length using the evolutionary methods. To do this, we take the advantage of the relation between a blur metric, called NIDCT, and the blur length. Then this relation is learned via the evolutionary algorithms. The learned relation can be used to estimate the motion blur length in a blurred image. The efficiency of the proposed method is demonstrated by performing some quantitative and qualitative experiments.",10.1109/CSIEC.2018.8405405,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8405405,component;Motion blur;blur length;evolutionary algorithms;image deblurring;kernel estimation,3,,24
IMU-Assisted Accurate Blur Kernel Re-Estimation in Non-Uniform Camera Shake Deblurring,J. Rong; H. Huang; J. Li,"School of Computer Science, Beijing Institute of Technology, Beijing, China; School of Artificial Intelligence, Beijing Normal University, Beijing, China; School of Artificial Intelligence, Beijing Normal University, Beijing, China",2024,"Image deblurring for camera shake is a highly regarded problem in the field of computer vision. A promising solution is the patch-wise non-uniform image deblurring algorithms, where a linear transformation model is typically established between different blur kernels to re-estimate poorly estimated blur kernels. However, the linear model struggles to effectively describe the nonlinear transformation relationships between blur kernels. A key observation is that the inertial measurement unit (IMU) provides motion data of the camera, which is helpful in describing the landmarks of the blur kernel. This paper presents a new IMU-assisted method for the re-estimation of poorly estimated blur kernels. This method establishes a nonlinear transformation relationship model between blur kernels of different patches using IMU motion data. Subsequently, an optimization problem is applied to re-estimate poorly estimated blur kernels by incorporating this relationship model with neighboring well-estimated kernels. Experimental results demonstrate that this blur kernel re-estimation method outperforms existing methods.",10.1109/TIP.2024.3411819,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10558778,Image deblurring;blur kernel estimation;thin-plate splines;inertial measurement unit (IMU);camera motion,3,,59
Mobile-Deblur: A Clear Image Will on the Smart Device,J. Tan; K. Yang; S. Song; T. Xing; D. Fang,"School of Information and Technology Northwest University, Xi'an, China; School of Information and Technology Northwest University, Xi'an, China; School of Information and Technology Northwest University, Xi'an, China; School of Information and Technology Northwest University, Xi'an, China; School of Information and Technology Northwest University, Xi'an, China",2017,"With the development of the social network, posting announcements, image ads and other fresh events with pictures play an important role. Therefor, taking clear digital pictures is an urgent need to be solved right now. However, the movement or instability of lens will cause the picture faint blur, which greatly reduces the user experience. The current solutions are to put the virtual dummy photo in the computer of a higher configuration for processing. This process seriously affected the timeliness and universality of information dissemination. In this paper, we proposed portable deblurring system for mobile terminal of fuzzy pictures based on two classic image restoration algorithm of Wiener filter and blind restoration. Proposed mobile deblurring system adaptively evaluates the degree of picture blurs, and the point diffusion function is resolved by the existing fuzzy picture feature. At the same time, the optimization of the ambiguity is made to ensure the lightweight and low latency of the Mobile-Deblur algorithm. Finally, the validity and superiority in the MobileDeblur System is proved by simulation and real environment experiment respectively in the picture to deblur on the mobile phone.",10.1109/BIGCOM.2017.37,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8113052,Mobile phone;Wiener filter;Blind restoration;Picture deblurring,3,,22
High-Resolution Aerial Image Restoration with Latent Diffusion Models,W. Li; C. Li; H. Jiang; Y. Wang; S. Wu; Z. Wu,"School of Aeronautics and Astronautics, Shenzhen Key Laboratory of Intelligent Microsatellite Constellation, Shenzhen Campus of Sun Yat-sen University, Shenzhen, China; School of Aeronautics and Astronautics, Shenzhen Campus of Sun Yat-sen University, Shenzhen, China; School of Aeronautics and Astronautics, Shenzhen Campus of Sun Yat-sen University, Shenzhen, China; School of Aeronautics and Astronautics, Shenzhen Key Laboratory of Intelligent Microsatellite Constellation, Shenzhen Campus of Sun Yat-sen University, Shenzhen, China; School of Aeronautics and Astronautics, Shenzhen Campus of Sun Yat-sen University, Shenzhen, China; School of Aeronautics and Astronautics, Shenzhen Campus of Sun Yat-sen University, Shenzhen, China",2024,"This paper aims to improve the performance of diffusion models in high-resolution unmanned aerial vehicle (UAV) aerial image restoration tasks. We propose an efficient image restoration algorithm based on diffusion models, named Latent-IRSDE, which consists of two parts: pretrained encoder-decoder networks and diffusion-based image restoration networks. Diffusion-based image restoration networks have the remarkable ability to generate high-quality aerial images with low-quality visions. Pretrained encoder-decoder networks transform high-resolution aerial images into small latent images. We leverage the frozen internal representations of pretrained encoder-decoder networks to perform an efficient high-resolution aerial images restoration. We select some data from an open-source dataset to create our IR-UAV2UAV dataset for evaluating our method. The experiments show that our proposed method can restore high-resolution aerial images and achieve fastest inference time in quantitative comparisons of image deblurring and deraining tasks on IR-UAV2UAV dataset with images sized at $1920 \times 1080\ \text{pixels}$.",10.1109/ICUS61736.2024.10840082,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10840082,UAV;high-resolution image restoration;diffusion model;AutoEncoder,3,,26
A Proportional Algorithm for Rotary Motion Blurred Images Restoration,Y. Li; F. Jia; X. Jiang; C. Guo,"School of Mechanical and Engineering, Nanjing University of Science and Technology, Nanjing, China; School of Mechanical and Engineering, Nanjing University of Science and Technology, Nanjing, China; School of Mechanical and Engineering, Nanjing University of Science and Technology, Nanjing, China; School of Mechanical and Engineering, Nanjing University of Science and Technology, Nanjing, China",2019,"As for the rotation motion blur, the main reason for its poor recovery is that its blur kernel is difficult to estimate, which poses a new challenge to image restoration. In this paper, we propose a new blur kernel estimation model, which reconstructs the blurred image along the circumference concentric with the center of rotation. A series of blur kernels on the reconstructed image are easy to determine, and the blur kernel on each concentric circle is accurately described. A one-dimensional blur restoration technique such as Wiener filter can obtain the deblurred concentric circle image, and then use the inverse process of the model to refill the concentric circle image back to the Cartesian coordinate system to realize a high-definition rotating motion image restoration. The experimental results show that the proposed method can increase the Peak-Signal-Noise-Ratio (PSNR) of the rotational motion blurred image from 19.72dB to 31.42dB with less computational complexity.",10.1109/ICISCAE48440.2019.221637,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9075508,Image restoration;Rotational motion blur;Markov process;Point spread function (PSF);Wiener filtering,3,,12
Simultaneous blur map estimation and deblurring of a single space-variantly defocused image,L. H. Narayan; K. K. Parida; R. R. Sahay,"Department of CSE IIT, Computational Vision Laboratory, Kharagpur, India; Computational Vision Laboratory, School of Medical Science and Technology IIT, Kharagpur, India; Department of EE IIT, Computational Vision Laboratory, Kharagpur, India",2017,"In this work we address the problem of blind deblurring using a single space-variantly defocused image containing text. We estimate both the all-in-focus image and the blur map corresponding to the space-variant point spread function of the finite aperture camera. Since this problem is highly ill-posed we exploit a recently proposed technique [1] to obtain an initial estimate of the space-variant blur map which is used in an MAP-MRF alternating minimization framework. We obtain analytically the gradients with respect to the unknowns and show that the proposed objective function can be successfully optimized with the steepest descent technique. Initially, we show results using the Gauss-Markov random field (GMRF) prior and then contrast its performance with the discontinuity adaptive Markov random field (DAMRF) prior. We show that details such as edges and fine details are preserved by the DAMRF regularizer. We compare the results of our algorithm with state-of-the-art techniques and provide both qualitative and quantitative evaluation.",10.1109/NCC.2017.8077133,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8077133,,3,,23
Image mapping and object removal in image inpainting using alternating direction method,B. H. Deokate; P. M. Patil,"Sinhgad College of Engineering, Savitribai Phule Pune University, Pune, Maharashtra; Sinhgad College of Engineering, Savitribai Phule Pune University, Pune, Maharashtra",2015,"Image inpainting is a technique for restoring the damaged parts of an image by referring to the information from the undamaged parts to make the restored image look complete, continuous and natural. In this process the filling of missing or damaged information is done in visually plausible way which called as the process of Image Interpolation or image completion. Inpainting can be used easily to remove scratches from photographs which often get damage with age as well as for film-restoration. Care should be taken while doing such restoration manually because any sign of scratch should not remain behind. So this manual process is time consuming and prone to errors as human operators have some limits while selecting best suitable patch from surrounding region of damaged area. Digital Image Inpainting tries to imitate this process and perform the Inpainting automatically. The patch should be selected correctly so that the restoration of image will give better result. Soto overcome this problem a novel method of inpainting is proposed. The aim of this project work is to develop an automatic system that can removeunwanted objects from the image and restore the image in undetectable way. Among various image inpainting algorithms Alternating Direction Method (ADM) is used for image restoration. ADMs are used on different type of images such as faulty fiberic images, natural images, synthetic images, photographic images, satellite imagesetc.",10.1109/INFOP.2015.7489371,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7489371,Inpainting;Restoration;ADM-A;ADM-B;ADM-S;Region of interest,3,,22
Faster Image Deblurring for Unmanned Aerial Vehicles,V. Sineglazov; K. Lesohorskyi; O. Chumachenko,"dept of Aeronavigation, Electronics and Telecommunication, National Aviation University, Kyiv, Ukraine; dept of Artificial Intelligence, IASA National Technical University of Ukraine, “Igor Sikorsky Kyiv Polytechnic Institute”, Kyiv, Ukraine; dept of Artificial Intelligence, IASA National Technical University of Ukraine, “Igor Sikorsky Kyiv Polytechnic Institute”, Kyiv, Ukraine",2024,"This work is devoted to the development of a novel deep learning encoder-decoder algorithm for real-time noise and blur elimination in video frames, received from UAV. This work improves on existing algorithms by providing a more flexible blind deblurring solution than existing kernel-based methods. The proposed method can be applied to both improve the drone operator's capabilities and to improve the performance of autonomous image processing tasks, such as object identification and visual navigation systems. Different types of blur as well as possible types of noise are presented. A brief overview of existing methods is provided. The problem of frame alignment due to the object's movement and associated noise is considered. Existing deblurring and image restoration methods are reviewed, including state-of-the-art. Their limitations are highlighted. To solve the limitations a method based on a fully convolutional encoder-decoder network with residual connections is presented. Dataset generation and training procedures are discussed. The approach is then compared to existing state-of-the-art deep learning methods. The proposed method enables up to 9 times faster blind image restoration with comparable quality in comparison to existing state-of-the-art image restoration methods.",10.1109/UVS59630.2024.10467152,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10467152,convolutional neural networks;decoder-encoder;blind deblurring;unmanned aerial vehicles;blur kernels,3,,33
Removing non-uniform camera shake using blind motion deblurring,J. Kim; J. Oh; R. -H. Park,"Department of Electronic Engineering, Sogang University, Korea; Department of Electronic Engineering, Sogang University, Korea; Department of Electronic Engineering, Sogang University, Korea",2016,"Images taken in low-light environments are often degraded due to camera shake and pixel saturation. In this paper, a motion deblurring method for non-uniform blur is proposed, in which an optimization problem is formulated using a maximum a posteriori approach. In the final deconvolution process, a modified Richardson-Lucy algorithm with regularization is used to reduce ringing artifacts and noise, in which a saturated pixel is modeled using a clipping function. Experimental results show the effectiveness of the proposed method in terms of removing camera motion blur and suppressing ringing artifacts and noise.",10.1109/ICCE.2016.7430643,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7430643,,3,,6
Joint denoising-deconvolution approach for fluorescence microscopy,S. K. Maji; C. Dargemont; J. Salamero; J. Boulanger,"Department of Computer Science and Engineering, Indian Institute of Technology Patna, Patna, India; Sorbonne Paris Cité, Equipe labellisée Ligue contre le cancer, Paris, France; PICT-Cell and Tissue Imaging Core Facilitiy, Institut Curie, Paris, France; Team-Space time imaging of endomembranes and organelles dynamics, Institut Curie, Paris, France",2016,"Image denoising and deconvolution are well known techniques applied to wide-field and confocal microscopy in order to restore images. The methods however suffer from their own drawbacks with denoising potentially resulting in smoothed images while deconvolution giving unpleasant artifacts due to ill-posedness of the problem. In this paper, instead of trying to tackle the problem of low signal-to-noise ratio (SNR) images in microscopy imaging, through regularization or using denoising as a pre-processing step to deconvolution, we propose to evaluate the interest of restoring the unknown image through a joint denoising and deconvolution program applied simultaneously in an iterative framework. We propose to minimize four different energy functional arising through different combination of regularizing terms and evaluate the gain obtained by this approach. Simultaneously addressing the two problems, we demonstrate on synthetic images that a join approach is able to provide superior qualitative and quantitative results, both in the case of low and high noise scenarios. We further illustrate the performances of this approach on a real image.",10.1109/ISBI.2016.7493227,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7493227,Fluorescence microscopy;image denoising;deconvolution;optimization,3,,11
Efficient Fusion of Depth Information for Defocus Deblurring,J. Zhai; Y. Liu; P. Zeng; C. Ma; X. Wang; Y. Zhao,"School of Electronic and Computer Engineering, Shenzhen Graduate School Peking University, Shenzhen, China; School of Electronic and Computer Engineering, Shenzhen Graduate School Peking University, Shenzhen, China; School of Electronic and Computer Engineering, Shenzhen Graduate School Peking University, Shenzhen, China; School of Electronic and Computer Engineering, Shenzhen Graduate School Peking University, Shenzhen, China; School of Electronic and Computer Engineering, Shenzhen Graduate School Peking University, Shenzhen, China; School of Electronic and Computer Engineering, Shenzhen Graduate School Peking University, Shenzhen, China",2024,"Defocus deblurring is a classic problem in image restoration tasks. The formation of its defocus blur is related to depth. Recently, the use of dual-pixel sensor designed according to depth-disparity characteristics has brought great improvements to the defocus deblurring task. However, the difficulty of real-time acquisition of dual-pixel images brings difficulties to algorithm deployment. This inspires us to remove defocus blur by single image with depth information. We propose a single-image depth-enhanced defocus deblurring network, which uses a depth map estimated by the monocular depth estimation network to guide the network defocus deblurring. We design a deep information fusion unit, which greatly improves the effect of deblurring. Experiments show that on the single image defocus deblurring task, the experimental results demonstrate the superiority of our method.",10.1109/ICASSP48485.2024.10448112,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10448112,defocus deblurring;depth;deep information fusion,3,,19
A Multi-Perspective Self-Supervised Generative Adversarial Network for FS to FFPE Stain Transfer,Y. Lin; Y. Wang; Z. Fang; Z. Li; X. Guan; D. Jiang; Y. Zhang,"Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, Guangdong, China; School of Science, Harbin Institute of Technology, Shenzhen, Guangdong, China; Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, Guangdong, China; Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, Guangdong, China; Computer Science and Technology, Harbin Institute of Technology, Shenzhen, Guangdong, China; Department of Pathology, Peking University Shenzhen Hospital, Shenzhen, Guangdong, China; Computer Science and Technology, Harbin Institute of Technology, Shenzhen, Guangdong, China",2025,"In clinical practice, frozen section (FS) images can be utilized to obtain the immediate pathological results of the patients in operation due to their fast production speed. However, compared with the formalin-fixed and paraffin-embedded (FFPE) images, the FS images greatly suffer from poor quality. Thus, it is of great significance to transfer the FS image to the FFPE one, which enables pathologists to observe high-quality images in operation. However, obtaining the paired FS and FFPE images is quite hard, so it is difficult to obtain accurate results using supervised methods. Apart from this, the FS to FFPE stain transfer faces many challenges. Firstly, the number and position of nuclei scattered throughout the image are hard to maintain during the transfer process. Secondly, transferring the blurry FS images to the clear FFPE ones is quite challenging. Thirdly, compared with the center regions of each patch, the edge regions are harder to transfer. To overcome these problems, a multi-perspective self-supervised GAN, incorporating three auxiliary tasks, is proposed to improve the performance of FS to FFPE stain transfer. Concretely, a nucleus consistency constraint is designed to enable the high-fidelity of nuclei, an FFPE guided image deblurring is proposed for improving the clarity, and a multi-field-of-view consistency constraint is designed to better generate the edge regions. Objective indicators and pathologists’ evaluation for experiments on the five datasets across different countries have demonstrated the effectiveness of our method. In addition, the validation in the downstream task of microsatellite instability prediction has also proved the performance improvement by transferring the FS images to FFPE ones. Our code link is https://github.com/linyiyang98/Self-Supervised-FS2FFPE.git.",10.1109/TMI.2024.3460795,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10680558,FS to FFPE stain transfer;nucleus consistency constraint;FFPE guided image deblurring;multi-field-of-view consistency constraint,3,,37
Event-Based Shutter Unrolling and Motion Deblurring in Dynamic Scenes,Y. Wang; C. Jiang; X. Jia; Y. Guo; L. Yu,"School of Electronic Information, Wuhan University, Wuhan, China; School of Electronic Information, Wuhan University, Wuhan, China; School of Artificial Intelligence and the School of Futher Technology, Dalian University of Technology, Dalian, China; Intelligent Science Technology Academy of CASIC, Beijing, China; School of Electronic Information, Wuhan University, Wuhan, China",2024,"The Rolling Shutter (RS) effect and motion blur are common challenges in images captured by CMOS cameras during dynamic scenes. Inspired by biological vision principles, event cameras capture intensity changes asynchronously with low latency, providing valuable insights into image degradation during exposure. This study addresses the dual challenges of rolling shutter correction and deblurring using event data, merging them into a unified one-stage network. This streamlined approach reduces cumulative errors and inference time compared to traditional two-stage methods. To achieve this, we introduce an Event Representation for Rolling Shutter Deblurring, which explicitly models the conversion relationship between the input RS blurry frame and the latent image using events. To enhance the fusion of image and event information, we present a Time-guided Cross-Modal Attention module. Furthermore, we improve performance by incorporating a Multi-Scale Context-Aware Transformer Block, effectively addressing varying degrees of distortion and blurriness using a multi-scale attention mechanism. Extensive experiments validate that our method outperforms existing state-of-the-art approaches.",10.1109/LSP.2024.3381894,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10480243,Rolling shutter correction;event camera;motion deblurring,3,,33
