Document Title,Authors,Author Affiliations,Publication Year,Abstract,DOI,PDF Link,Author Keywords,Article Citation Count,Patent Citation Count,Reference Count
ADAM-Dehaze: Adaptive Density-Aware Multi-Stage Dehazing for Improved Object Detection in Foggy Conditions,F. AlHindaassi; M. T. Alam; F. Karray,"Mohamed bin Zayed University of Artificial Intelligence, UAE; Mohamed bin Zayed University of Artificial Intelligence, UAE; Mohamed bin Zayed University of Artificial Intelligence, UAE",2025,"Adverse weather conditions, particularly fog, pose a significant challenge to autonomous vehicles, surveillance systems, and other safety-critical applications by severely degrading visual information. We introduce ADAM-Dehaze, an adaptive, density-aware dehazing framework that jointly optimizes image restoration and object detection under varying fog intensities. First, a lightweight Haze Density Estimation Network (HDEN) classifies each input as light, medium, or heavy fog. Based on this score, the system dynamically routes the image through one of three CORUN branches—Light, Medium, or Complex—each tailored to its haze regime. A novel adaptive loss then balances physical-model coherence and perceptual fidelity, ensuring both accurate defogging and preservation of fine details. On Cityscapes and the real-world RTTS benchmark, ADAM-Dehaze boosts PSNR by up to 2.1 dB, reduces FADE by 30%, and improves object detection mAP by up to 13 points, all while cutting inference time by 20%. These results demonstrate the necessity of intensity-specific processing and seamless integration with downstream vision tasks for robust performance in foggy weather conditions.",10.1109/SMC58881.2025.11343383,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11343383,,,,38
CNN based Haze Removal for Aerospace and UAV Applications,Padmadarsan; B. K. S,"Department of Electronics and Communication Engg., College of Engineering Trivandrum, Thiruvanathapuram, India; Department of Electronics and Communication Engg., College of Engineering Trivandrum, Thiruvanathapuram, India",2024,"Aerial imaging has profound applications in Military surveillance, Earthquake assessment, Aerospace, etc. Often due to sudden weather fluctuations, there are variations in visibility. In this paper a CNN based architecture is proposed which removes the haze without much degradation in colour and contrast of the image. The Proposed model is trained on RESIDE (OTS) dataset and provided a 66%, 65%, and 9.15% improvement in PSNR, BRISQUE and Entropy respectively when compared with the best of the available haze removal techniques. Also the model has shown 25% reduction in the computational time making it ideal for Real time applications.",10.1109/SPACE63117.2024.10667752,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10667752,Convolutional Neural Network;Dehaze;Aerial image;Unmanned Aerial Vehicle,,,16
Vehicle Detection and Classification using Deep Learning for Hazy Images,K. Dharavath; M. Ananya; B. S. Kanth; V. Vivek,"Department of Electronics and Communication Engineering, Vardhaman College of Engineering, Hyderabad, India; Department of Electronics and Communication Engineering, Vardhaman College of Engineering, Hyderabad, India; Department of Electronics and Communication Engineering, Vardhaman College of Engineering, Hyderabad, India; Department of Electronics and Communication Engineering, Vardhaman College of Engineering, Hyderabad, India",2023,"Haze is created as a result of air light and attenuation which reduces image contrast and air lighting makes images whiter. An image can be made less white and have more contrast to dehaze it. For advanced driver assistance systems to work, vehicle detection is a fundamental component. For which the removal of haze or dehazing of the image is the most efficient solution to the problem of vehicle recognition. One of the important dehazing techniques is called Dark Channel Prior (DCP), which relies on observing the haze-free image’s distinguishing features. This paper discusses a detailed examination of the single picture haze reduction with the dark channel prior, proceeded by vehicle detection using the GoogleNet deep learning method.",10.1109/ICCCI56745.2023.10128453,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10128453,Vehicle detection;Hazy images;Dark channel prior;GoogleNet;deep learning,,,27
Haze Simulation Based on a Physical Modeling and Improved Image Visibility Restoration,D. -W. Ryoo; K. -K. Kang; C. -J. Park,"ETRI (Electronics and Telecommunications Research Institute), Daejeon, KOREA; ETRI (Electronics and Telecommunications Research Institute), Daejeon, KOREA; ETRI (Electronics and Telecommunications Research Institute), Daejeon, KOREA",2018,"In this paper, we design hazing based on a physical modeling and propose a method to dehaze by efficiently estimating the transmission amount from fog images. He [9] proposed a single image visibility restoration method using dark channel prior (DCP). Among many algorithms, this DCP algorithm is known to have good performance in various fog images. However, this method requires matting processing, which requires a large amount of computation to refine the block type of the transmission amount. In this paper, we propose an improved image visibility restoration algorithm that estimates the transmission amount using a hybrid-type multi-filter based on edge intensity information to more accurately remove haze at the boundary. Through the experiment of a proposed algorithm, we show that haze is effectively eliminated without using matting processing. In particular, the algorithm is more effective at the boundary region.",10.1109/ICTC.2018.8539643,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8539643,modeling;physics;haze;visibility;restoration,,,9
Innovative Research on Image Dehazing by Integrating Multi-Dimensional Attention and Multi-Model Fusion MixdehazeNet,J. Ou; D. Zhou; J. Hong; F. Bao,"Beijing Institute of Technology, Zhuhai, Zhuhai, China; Beijing Institute of Technology, Zhuhai, Zhuhai, China; Beijing Institute of Technology, Zhuhai, Zhuhai, China; Beijing Institute of Technology, Zhuhai, Zhuhai, China",2024,"Due to the complexity of information loss and uneven noise distribution, single image dehazing has always been an important challenge in the field of computer vision. Existing dehazing techniques usually rely on the output of a single control layer. Although this method simplifies the model design to a certain extent, it also increases the complexity of training and significantly increases the demand for computing resources. To address this problem, this paper develops a multidimensional attention module (MDA), which combines the coordinate attention mechanism with a stronger channel attention mechanism, focusing on solving the uneven distribution of fog and the removal of deep haze, thereby improving the accuracy and robustness of the model. At the same time, this paper also innovatively adds 3 control models to the original model for fusion output. By integrating 3 different control models such as the improved atmospheric scattering model and the improved exponential model, and adding them to Mixdehazenet through the multidimensional attention module, the PSNR value is increased by 41.77db while the SSIM value remains unchanged.",10.1109/ICMLCA63499.2024.10753688,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10753688,Multi-dimensional Attention Module;Dehaze;Innovation model integration,,,16
Nighttime Dehazing Method Based on Adaptive Ambient Light Estimation Considering the Effects of Multiple Light Sources,Y. Namba; M. Mukaida; N. Suetake,"Graduate School of STI, Yamaguchi University, Yamaguchi, Japan; Graduate School of SE, Kagoshima University, Kagoshima, Japan; Graduate School of STI, Yamaguchi University, Yamaguchi, Japan",2024,"In recent years, active research has been conducted on dehazing methods to remove fog and haze from images. Conventional dehazing methods can produce good results for images taken during the daytime. Existing methods face a significant challenge when estimating ambient light for nighttime images. In this study, we propose a nighttime dehazing method based on ambient light estimation that considers the characteristics of both light source and non-light source regions. The proposed method adaptively estimates ambient light by fusing the results with a weighted maximum filter and a guided filter based on a light source region weight map. Our experimental results demonstrate the proposed method’s superior performance.",10.1109/GCCE62371.2024.10760468,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10760468,haze removal;nighttime dehaze;atmospheric scattering model,,,9
Haze Removal And Ship Tracking In Hazy Weather Based On Deep Learning,Z. Zhou; S. Geng; J. Zhao,"College of Merchant Marine, Shanghai Maritime University, Shanghai, China; College of Merchant Marine, Shanghai Maritime University, Shanghai, China; College of Merchant Marine, Shanghai Maritime University, Shanghai, China",2023,"When the tracking algorithm is applied to a hazy maritime image with some small ships, the algorithm performance is negatively affected. To address the above problems, a framework for ship tracking in hazy weather using deep learning methods is proposed in this study. First, a lightweight convolutional neural network (CNN) is used to remove haze from images. Second, the YOLOv5 algorithm with a small target detection layer added is used to detect ships in dehazed marine images, and the Deep SORT algorithm is used to track ships. Then, multi-target tracking evaluation metrics are used to evaluate the tracking effectiveness of ships in videos taken in hazy environments and ships in videos after removal of haze. The experiments show that the PSNR of the 0.96, indicating that the framework can effectively improve the quality of hazy maritime images. The evaluation metrics for multi-objective tracking also show that for hazy videos with small ships, the ship tracking algorithm is more robust when applied after haze removal.",10.1109/ICTIS60134.2023.10243692,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10243692,image dehaze;ship detection;ship tracking,,,22
Toward Robust Overhead Power Transmission System Condition Monitoring: A Large-Scale Dataset and Novel Image Dehazing Approach,Z. Yuan; D. Yang; Z. Wei; J. Tang; M. Gu; L. Jin; X. Liu; Y. Zhang,"College of Electronic and Information Engineering and Shanghai Institute of Intelligent Science and Technology, Tongji University, Shanghai, China; College of Electronic and Information Engineering and Shanghai Institute of Intelligent Science and Technology, Tongji University, Shanghai, China; Warwick Manufacturing Group (WMG), University of Warwick, Coventry, U.K.; College of Electronic and Information Engineering and Shanghai Institute of Intelligent Science and Technology, Tongji University, Shanghai, China; Economic Research Institute, State Grid Zhejiang Electric Power Company, Hangzhou, China; College of Electronic and Information Engineering and Shanghai Institute of Intelligent Science and Technology, Tongji University, Shanghai, China; College of Electronic and Information Engineering and Shanghai Institute of Intelligent Science and Technology, Tongji University, Shanghai, China; College of Electronic and Information Engineering and Shanghai Institute of Intelligent Science and Technology, Tongji University, Shanghai, China",2026,"In hazy weather with high humidity, insulators in overhead transmission lines are prone to flashover. However, fog reduces the sensitivity of image detection, which is a commonly used method for condition monitoring of electrical equipment. Traditional image dehazing methods struggle to handle the complex backgrounds found in the scene and lack compatibility with downstream detection tasks. To overcome the image degradation, this study introduces Tongji Dehaze Network (TJDe-Net), a dehazing network engineered to enhance the visual clarity of images captured by remotely piloted aircraft systems during power equipment inspections in hazy conditions. This network leverages a Swin-Transformer architecture with deep recursive feature integration and a cubic attention mechanism, therefore mitigating atmospheric degradation effects. Another major advancement presented in this work is the creation of the TJDehaze dataset, a comprehensive collection of paired images specifically designed for power transmission domain. This dataset comprises both real and synthetically generated hazy images, crafted to mimic a wide range of atmospheric densities and challenges. TJDe-Net’s performance is thoroughly evaluated across multiple datasets, including real-world dataset, TJDehaze synthetic dataset and the SFID-improved dataset. These evaluations proved TJDe-Net’s superior dehazing efficacy, which significantly bolsters subsequent image detection tasks. Experimental outcomes confirm TJDe-Net’s robustness and adaptability in real-world scenes, thereby enhancing the reliability and efficiency of UAV-based inspections and suggesting extensive potential for applications requiring enhanced visual perception in adverse weather conditions. Note to Practitioners—The motivation of this study stems from the need for UAV-based detection of power equipment defects during power line inspections in foggy conditions. UAVs are widely used in power line inspections to detect various defects in power equipment, such as fissures and corrosion. Accurate identification and detection of these defects are crucial for ensuring the safe and reliable operation of power systems. However, foggy or other adverse weather conditions may result in poor image quality, affecting the accuracy and reliability of defect detection. Therefore, this study proposes an advanced dehazing network, namely TJDe-Net, to enhance the visual clarity of images captured by UAVs in foggy weather. The network has been tested on multiple datasets to validate its effectiveness. Additionally, to support the development and evaluation of this network, this study has created a TJDehaze dataset containing real and synthetically generated foggy conditions, providing a learning platform for the power transmission industry and future research.",10.1109/TASE.2025.3587466,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11079680,Vision in power system;image dehazing;UAV image pattern recognition;robust deep learning,,,54
Comparative Analysis of Advanced GAN Architectures for Robust Image Dehazing in Synthetic and Real-World Scenarios,S. P. Shukla; S. Potdar,"Electronics and Telecommunication MKSSS’s Cummins College for Engineering for Women, Pune, Maharashtra, India; Electronics and Telecommunication MKSSS’s Cummins College for Engineering for Women, Pune, Maharashtra, India",2025,"One typical phenomenon that impairs or lessens visibility is haze. It creates several issues for applications like security surveillance, autonomous cars, satellite imagery where high resolution captures are necessary. Therefore, clearing up haze from the imagery of scenes is an urgent need for good vision. Different kinds of Generative Adversarial Networks (GAN) are being used in addition to traditional dehazing processes recently to reduce noise and enhance dehazing performance. However, it's unclear how well these algorithms would work with hazy photos taken ""in the wild"" and how we might assess the state of the art. To close this gap, a thorough comparison of two cutting-edge models— GAN and Wasserstein GAN, that dehaze a single image is presented. Testing was done using a benchmark dataset that included both synthetic and real-world hazy photos. The resulting outcomes are assessed numerically and qualitatively. Among these strategies, the WGAN performs the best.",10.1109/ESCI63694.2025.10988331,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10988331,Neural Networks;De-hazing;GAN;Wasserstein GAN,,,8
Dehazing Method Based On Gaussian Weighted Image Fusion for Outdoor and Remote Sensing Images,H. Yu; C. Li; S. Zhou; Y. Guo; Z. Yan; R. Sheng,"School of Aerospace Science and Technology, Xidian University, Xi’an, China; School of Aerospace Science and Technology, Xidian University, Xi’an, China; School of Aerospace Science and Technology, Xidian University, Xi’an, China; School of Aerospace Science and Technology, Xidian University, Xi’an, China; School of Aerospace Science and Technology, Xidian University, Xi’an, China; School of Aerospace Science and Technology, Xidian University, Xi’an, China",2023,"Target detection based on outdoor and remote sensing (RS) images are used in many fields [1] , such as civil and military [2] , traffic surveillance [3] and disaster forecast [4] . However, in harsh environmental conditions, as air contaminants increase, light is scattered in the air and the image becomes hazy [5] . Therefore, image dehazing is an important issue in target detection for outdoor images and RS images. Therefore, image dehazing is an important issue in target detection for outdoor images and RS images. It has recently been proposed a variety of methods to dehaze images, which can be broadly categorized into three types: image enhancement-based, image restoration-based, and deep learning-based methods, respectively. Image enhancement-based dehazing methods highlight useful information without considering the cause of haze. Image restoration-based dehazing methods analyze the effect of atmospheric scattering model (ASM) on the image. Deep learning-based dehazing methods learn the intrinsic relationships between images and obtain clear images by training.",10.1109/IGARSS52108.2023.10282434,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10282434,,,,19
Innovative Image Dehazing Techniques Using Machine Learning Models,P. Ashok; A. Balla,"Symbiosis Institute of Digital and Telecom Management (SIDTM), Symbiosis International (Deemed University) (SIU), Pune, Maharashtra, India; Symbiosis Institute of Digital and Telecom Management (SIDTM), Symbiosis International (Deemed University) (SIU), Pune, Maharashtra, India",2025,"Image dehazing is a significant task in computer vision, which aims to restore the visibility of images affected by atmospheric particles like fog, haze, and smoke. Traditional model-based dehazing approaches usually depend on prior assumptions for atmospheric light and transmission maps resulting in unsatisfactory estimates for complex scenes. The deep learning techniques particularly the Convolution Neural Networks (CNNs) led to the development of robust and adaptive solutions for image dehazing. This paper provides a survey of CNN based dehazing methods, such as residual networks, a ranking CNN, and multi-scale network. It is based on deep feature extraction and learning-based transmission estimation that can eliminate haze and enhance images. Comparative analyses show that CNN-based methods outperform traditional dehazing approaches in terms of PSNR, SSIM, and visual quality. Experimental results show that deep learning-based dehazing methods are able to effectively dehaze images over various datasets, and such abilities are of great interest for applications in surveillance, autonomous driving, and remote sensing.",10.1109/ICDSBS63635.2025.11032069,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11032069,Image Dehazing;Convolutional Neural Networks (CNN);Deep Learning;Transmission Map Estimation;Residual Networks;Atmospheric Light Estimation;Multi-Scale CNN;Haze Removal,,,24
Enhanced RefineDNet for Single Image Dehazing,J. Ren; L. Yang,"School of Computer Science and Engineering, Macau University of Science and Technology, Macau; School of Computer Science and Engineering, Macau University of Science and Technology, Macau",2024,"Haze-free images are the preconditions of many vision systems, and thus single image dehazing is of great significance in computer vision. RefineDNet [1] is a two-stage weakly supervised dehazing framework which combines the merits of prior-based and learning-based approaches together. However, under high image saturation or adverse weather conditions, its performance is limited. In this work, a modified RefineDNet is proposed by leveraging the saturation line prior (SLP) [2] method in the first stage and a plug-in based on a patch-based diffusion model [3] for image preprocessing to enhance the dehaze ability of the framework. Extensive experiments demonstrate that our modified RefineDNet framework achieves superior haze removal and produces visually pleasing results.",10.1109/APSIPAASC63619.2025.10849334,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10849334,,,,41
Fog Effects Modeling and Removal for Real-Time Vision Applications,Jian Wang; Bao-Jun Qi; Tao Wu; X. Liu; Xiao-Jun Liu,"Institute of UnmArmed Systems, National University of Defense Technology, Changsha, China; Institute of UnmArmed Systems, National University of Defense Technology, Changsha, China; Institute of UnmArmed Systems, National University of Defense Technology, Changsha, China; Beijing Aeronautical Technology Research Center, Beijing, China; Beijing Aeronaut. Technol. Res. Center, Beijing, China",2012,"Multiple light scattering, leading to blurring or loss of spatial resolution in dense fog regions, is not considered by previous imaging models. To better understand weather effects on vision and improve present defogging methods, this paper describes a new physics-based model, which can explain multiple scattering effects as well as the airlight and attenuation of reflections under fog conditions. Based on the model, an approach for estimating blurring effects of multiple scattering is proposed, using rough depth dependent weighted sum of multi-scale image convolutions. Then, we present a fast single image-based fog removal algorithm, in which blurring effects and airlight are estimated simultaneously with local minimum filter and two-scale Gaussian filters. Experimental results show that the algorithm can make impressive performance with real time implementation.",10.1109/ISISE.2012.40,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6495316,bad weather;contrast;defog;dehaze;computer vision;image processing,,,17
Transparency-based Vision through haze,C. Li; P. He; D. Li; D. Bi,"Aviation University of Air Force, Changchun, China; Aviation University of Air Force, Changchun, China; Aviation University of Air Force, Changchun, China; Engineering University of Air Force, Xi’ an, China",2016,"Lightness illusions are such special visual phenomena that give solutions to lightness constancy and help for further image processing tasks such as haze removal. Based on the research of haze illusion, transparency theory and basic atmosphere transfer functions, we propose the tATF model to dehaze. With the idea of filtering, three parameters in the model are calculated respectively; especially the additional transparency term t is obtained by perceptual transparency experiments. Furthermore, a new quantitative standard haziness is naturally presented for evaluating the dehazing effect. Experimental results illustrate that the proposed method effectively yields haze-free images with better objective evaluation values.",10.1109/ICDSP.2016.7868608,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7868608,haze illusion;dehaze;transparency;atmospheric transfer function,,,14
Real-time dehazing via multiscale products for vision control,N. H. Kaplan; K. K. Ayten; A. Dumlu,"Electrical and Electronics Engineering Department, Erzurum Technical University, Erzurum, TURKEY; Electrical and Electronics Engineering Department, Erzurum Technical University, Erzurum, TURKEY; Electrical and Electronics Engineering Department, Erzurum Technical University, Erzurum, TURKEY",2017,"In this study, a dehazing algorithm based on multiscale product (MSP) prior is presented. In this method, first, the observed hazy image is decomposed into its approximation and detail subbands by undecimated Laplacian decomposition. Then the MSPs of the approximation subbands for each band of the image is calculated to obtain the MSP prior. This prior keeps the significant information of the image, whereas it is capable of detecting the haze in the image. By the use of this prior and the hazy image model, a fast and robust dehazing algorithm is obtained. The proposed method is compared with commonly used methods. The results demonstrate that the proposed algorithm is better than the former methods. Being a fast and robust algorithm, the proposed method has also been applied to a real time robotic vision control system.",10.1109/ICEngTechnol.2017.8308198,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8308198,dehaze;defog;multiscale products;vision control,,,15
TempAlert-X: Dehaze-Augmented Neural Ensemble Model for Early Detection of Extreme Thermal Events using Satellite and Meteorological Data,R. P. Kumari; M. R,"Department of Computer Science and Engineering, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences, Chennai, Tamil Nadu, India; Department of Computer Science and Engineering, Saveetha School of Engineering, Saveetha Institute of Medical and Technical Sciences, Chennai, Tamil Nadu, India",2025,"Extreme thermal events such as heatwaves and urban heat islands are escalating in frequency and severity due to climate change, posing serious risks to public health, infrastructure, and ecosystems. TempAlert-X presents a novel solution by integrating satellite and meteorological data to enable early detection of such events using an advanced neural ensemble approach. Existing thermal event detection systems often suffer from limited accuracy in complex environments, primarily due to degraded satellite imagery from haze, smoke, or urban pollution. Moreover, traditional models struggle to capture the dynamic interplay between spatial and temporal features, leading to delayed or imprecise warnings. To overcome these limitations, we propose the Dehaze-Augmented Multi-Modal Neural Ensemble (DAMNE) framework. This methodology enhances the clarity of satellite images through advanced dehazing techniques (e.g., Dark Channel Prior and GAN-based restoration) before feeding them into a Convolutional Neural Network (CNN) for spatial feature extraction. Simultaneously, time-series meteorological data is processed using Long Short-Term Memory (LSTM) networks to capture evolving environmental conditions. The outputs from both streams are fused using an attention-based mechanism, enabling the model to learn robust spatiotemporal correlations. The proposed DAMNE model is applied for early detection of urban thermal hotspots, enabling authorities to forecast high-risk zones days in advance. This capability supports proactive deployment of public health advisories, energy management, and disaster mitigation strategies. Experimental results demonstrate that TempAlert-X significantly outperforms baseline models in detection accuracy, particularly under challenging hazy conditions, confirming its potential as a reliable early warning system for extreme thermal events.",10.1109/ICIMIA67127.2025.11200614,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11200614,Extreme thermal events;dehazing;satellite imagery;neural ensemble;heatwave detection;spatiotemporal fusion,,,20
A Comparative Study of Image Dehazing Based on Attention-Net and U-Net Atmospheric Light Estimation,Y. Cui; J. Wu; Y. Chen; C. Cai,"College of information engineering, Sichuan Agricultural University Key Laboratory of Agricultural Information Engineering of Sichuan Province, College of information engineering, Sichuan Agricultural University Information engineering laboratory, Yaan, China; College of information engineering, Sichuan Agricultural University Key Laboratory of Agricultural Information Engineering of Sichuan Province, College of information engineering, Sichuan Agricultural University Information engineering laboratory, Yaan, China; College of information engineering, Sichuan Agricultural University Key Laboratory of Agricultural Information Engineering of Sichuan Province, College of information engineering, Sichuan Agricultural University Information engineering laboratory, Yaan, China; College of information engineering, Sichuan Agricultural University Key Laboratory of Agricultural Information Engineering of Sichuan Province, College of information engineering, Sichuan Agricultural University Information engineering laboratory, Yaan, China",2020,"The effect of image dehazing depends largely on the estimation effect of atmospheric light. In this paper, the Attention-Unet network is introduced to estimate atmospheric light. The model trained by the attention gate mechanism can suppress the irrelevant area of atmospheric light in the input image through implicit learning, and highlight the significant characteristics of the area that has a large impact on atmospheric light, so as to solve the problem of parameter invariability caused by U-Net's difficulty in self-learning. In this paper, the pyramid dense network estimation network is used to estimate the transmission diagram, and then the attention U-net is used to predict atmospheric light. The results of the two networks are obtained by atmospheric scattering model. Meanwhile, the output transmission map and output figure to haze through joint discriminator, can better use the structure of the correlation between them. The experimental results show that the effect of dehaze is better than that of DCPDN by using UNET to estimate atmospheric light, and the performance of SSIM and PSNR is improved on the same data set NNA-depTH2.",10.1109/ICCC51575.2020.9344955,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9344955,component;Image dehazing;Attention-Unet;Pyramid dense network;Joint discriminator,,,18
A Dehazing Network and Self-Supervised Transfer Learning Method in Highway Surveillance Scenes,Z. Peng; Y. Chen; J. Du; Y. Qiao,"Guangxi Key Laboratory of Optoelectronic Information Processing, School of Optoelectronic Engineering, Guilin University of Electronic Technology, Guilin, China; Guangxi Key Laboratory of Optoelectronic Information Processing, School of Optoelectronic Engineering, Guilin University of Electronic Technology, Guilin, China; Guangxi Key Laboratory of Optoelectronic Information Processing, School of Optoelectronic Engineering, Guilin University of Electronic Technology, Guilin, China; School of Information and Communication Engineering, Harbin Engineering University, Harbin, China",2026,"This paper focuses on the application of image dehaze algorithms in highway scenarios, proposing a novel dehaze algorithm and a self-supervised transfer learning method for practical highway surveillance applications. The new lightweight dehazing network with the pyramid network structure is designed by combining the information multi-distillation network (IMDN), the channel and pixel attention module. In the deployed highway monitoring application, the self-supervised transfer learning method by proposed by integrating the pre-trained dehazing model with a dynamic target detection network. Through multiple alternating learning processes, the dehazing model continuously transfer and suitable for the current real-world application scenarios. The proposed algorithm is rigorously tested on an RTX 3090 GPU by using several public standard datasets and real-world highway datasets. The results demonstrate that the new algorithm outperforms state-of-the-art algorithms, achieving significantly higher Peak Signal-to-Noise Ratio (PSNR) and structural similarity (SSIM) on the public datasets. Furthermore, the visual quality of the dehazed images from new algorithm after transfer learning is markedly superior compared to other algorithms in the real-world highway scenarios. In terms of speed, the new algorithm exhibits faster inference speed than other comparative algorithms, achieving a frame rate 25 frames per second (FPS) for the  $1920\times 1080$  real video. On the 4KID dataset, the inference speed can reach 26ms.",10.1109/TITS.2026.3656964,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11373760,Image dehazing;deep learning;self-supervised transfer learning,,,
Budget-Aware Road Semantic Segmentation in Unseen Foggy Scenes,T. -H. To; T. -N. Do; D. -N. Ngo; M. -T. Tran; T. -N. Le,"Faculty of Information Technology, University of Science, Ho Chi Minh City, Vietnam; Faculty of Information Technology, University of Science, Ho Chi Minh City, Vietnam; Faculty of Information Technology, University of Science, Ho Chi Minh City, Vietnam; Faculty of Information Technology, University of Science, Ho Chi Minh City, Vietnam; Faculty of Information Technology, University of Science, Ho Chi Minh City, Vietnam",2023,"In autonomous driving, the reliable and accurate identification of road-related objects plays a crucial role in ensuring safe and efficient navigation services. Unfortunately, traditional semantic segmentation methods often encounter visibility challenges, particularly in adverse weather conditions like fog, leading to an increased frequency of traffic accidents. To address this issue, we propose and evaluate two budget-aware approaches aimed at significantly improving the efficiency and accuracy of road object semantic segmentation under foggy weather conditions. The first approach involves the integration of state-of-the-art image dehazing algorithms, designed to mitigate the adverse effects of fog on input images. This method effectively enhances visibility and clarity, thereby enhancing the segmentation process. The second approach leverages advanced algorithms and models to simulate foggy environments, introducing diversity into the training dataset. By exposing the models to varying degrees of simulated fog, they become more robust and adaptive to real-world foggy conditions, ultimately leading to improved segmentation performance. To assess the effectiveness of these approaches, we employ various well-established models on publicly available datasets to accurately represent challenging foggy scenarios encountered in autonomous driving. Our experimental results demonstrate that most models exhibit noticeable accuracy improvements, with some achieving up to a 20% increase when benefiting from the two proposed solutions.",10.1109/RIVF60135.2023.10471866,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10471866,Semantic segmentation;Dehaze;Foggy scenes synthesis,,,34
Improvement on the three-step haze removal technique with the aid of one clear image partly overlapped,J. B. Hu; C. B. Liu; Z. Y. Wang; S. H. Wu; W. Huang,"Laboratory of Environmental Protection in Water Transport Engineering, Tianjin Research Institute of Water Transport Engineering, Ministry of Communications, Tianjin, China; Laboratory of Environmental Protection in Water Transport Engineering, Tianjin Research Institute of Water Transport Engineering, Ministry of Communications, Tianjin, China; Laboratory of Environmental Protection in Water Transport Engineering, Tianjin Research Institute of Water Transport Engineering, Ministry of Communications, Tianjin, China; Laboratory of Environmental Protection in Water Transport Engineering, Tianjin Research Institute of Water Transport Engineering, Ministry of Communications, Tianjin, China; Laboratory of Environmental Protection in Water Transport Engineering, Tianjin Research Institute of Water Transport Engineering, Ministry of Communications, Tianjin, China",2010,"In our previous studies, we have proposed a three-step haze removal technique (Haze detection, Haze perfection, Haze removal) to solve spatial varying haze contamination in multispectral satellite imagery, which was originally developed for individual hazy images. Haze detection step results in a Haze Thickness Index (HTI) image from the hazy image, Haze perfection step corrects spurious value in HTI image, and Haze removal step dehazes the hazy image with the aid of HTI image. In the Haze removal step, the best method is Virtual Cloud Point (VCP) with the flaw of too much human intervention in parameter determination to obtain a suitable VCP, which makes this technique slightly user dependent. In this study, we improve the three-step haze removal technique by automating VCP method with the aid of one clear image partly overlapped. Case data are two partly overlapped QuickBird images, one clear and one hazy with five-day interval. After Haze detection and Haze perfection steps, we delineate 76 paired (the same object in hazy and clear images) polygon samples in the overlapped region of the two images respectively, and obtain the mean HTI and digital number (DN) of each sample. Consequentially, we will obtain 76 dehazed samples if we implement Haze removal step on the 76 hazy samples, and we are able to assess the efficiency by calculating the correlation coefficient between 76 paired dehazed DN and clear DN. The improvement in this study is optimizing the parameters in VCP method by the Hooke-Jeeves algorithm (also named as Pattern Search Method), in order to carry out the maximum correlation coefficient. Hooke-Jeeves algorithm requires three parameters determined before start: starting VCP (two dimensional vector [HTIvcp, DNvcp]), step, and minimum step. To a continuous function, the three parameters are only responsible for iterative times, but not the final result. In our study, since the formula contained in VCP method is not continuous, HTIvcp of the staring VCP must be larger than the maximum HTI of the 76 samples. The result shows that, the largest correlation coefficients of four bands are 0.886608, 0.873472, 0.909047, 0.936123 respectively after improvement, which are a little better than the result from VCP by human intervention (0.847567, 0.838695, 0.889095, 0.904616). Though the improvement doesn't take a big step forwards, it makes the three-step haze removal technique more objective.",10.1109/GEOINFORMATICS.2010.5567716,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5567716,haze removal;VCP;Hooke-Jeeves;Pattern Search Method,,,12
